country_type,country_museum,n,total_country_type
DMA,THA,0,0
DMA,TJK,0,0
DMA,TKL,0,0
DMA,TKM,0,0
DMA,TLS,0,0
DMA,TON,0,0
DMA,TTO,0,0
DMA,TUN,0,0
DMA,TUR,0,0
DMA,TUV,0,0
DMA,TWN,0,0
DMA,TZA,0,0
DMA,UGA,0,0
DMA,UKR,0,0
DMA,URY,0,0
DMA,USA,0,0
DMA,UZB,0,0
DMA,VAT,0,0
DMA,VCT,0,0
DMA,VEN,0,0
DMA,VGB,0,0
DMA,VIR,0,0
DMA,VNM,0,0
DMA,VUT,0,0
DMA,WSM,0,0
DMA,YEM,0,0
DMA,ZAF,0,0
DMA,ZMB,0,0
DMA,ZWE,0,0
DNK,ABW,0,0
DNK,AFG,0,0
DNK,AGO,0,0
DNK,AIA,0,0
DNK,ALA,0,0
DNK,ALB,0,0
DNK,AND,0,0
DNK,ARE,0,0
DNK,ARG,0,0
DNK,ARM,0,0
DNK,ASM,0,0
DNK,ATG,0,0
DNK,AUS,0,0
DNK,AUT,0,0
DNK,AZE,0,0
DNK,BDI,0,0
DNK,BEL,0,0
DNK,BEN,0,0
DNK,BES,0,0
DNK,BFA,0,0
DNK,BGD,0,0
DNK,BGR,0,0
DNK,BHR,0,0
DNK,BHS,0,0
DNK,BIH,0,0
DNK,BLM,0,0
DNK,BLR,0,0
DNK,BLZ,0,0
DNK,BMU,0,0
DNK,BOL,0,0
DNK,BRA,0,0
DNK,BRB,0,0
DNK,BRN,0,0
DNK,BTN,0,0
DNK,BWA,0,0
DNK,CAF,0,0
DNK,CAN,0,0
DNK,CCK,0,0
DNK,CHE,0,0
DNK,CHL,0,0
DNK,CHN,0,0
DNK,CIV,0,0
DNK,CMR,0,0
DNK,COD,0,0
DNK,COG,0,0
DNK,COK,0,0
DNK,COL,0,0
DNK,COM,0,0
DNK,CPV,0,0
DNK,CRI,0,0
DNK,CUB,0,0
DNK,CUW,0,0
DNK,CXR,0,0
DNK,CYM,0,0
DNK,CYP,0,0
DNK,CZE,0,0
DNK,DEU,0,0
DNK,DJI,0,0
DNK,DMA,0,0
DNK,DNK,0,0
DNK,DOM,0,0
DNK,DZA,0,0
DNK,ECU,0,0
DNK,EGY,0,0
DNK,ERI,0,0
DNK,ESP,0,0
DNK,EST,0,0
DNK,ETH,0,0
DNK,FIN,0,0
DNK,FJI,0,0
DNK,FLK,0,0
DNK,FRA,0,0
DNK,FRO,0,0
DNK,FSM,0,0
DNK,GAB,0,0
DNK,GBR,0,0
DNK,GEO,0,0
DNK,GGY,0,0
DNK,GHA,0,0
DNK,GIB,0,0
DNK,GIN,0,0
DNK,GLP,0,0
DNK,GMB,0,0
DNK,GNB,0,0
DNK,GNQ,0,0
DNK,GRC,0,0
DNK,GRD,0,0
DNK,GRL,0,0
DNK,GTM,0,0
DNK,GUF,0,0
DNK,GUM,0,0
DNK,GUY,0,0
DNK,HKG,0,0
DNK,HMD,0,0
DNK,HND,0,0
DNK,HRV,0,0
DNK,HTI,0,0
DNK,HUN,0,0
DNK,IDN,0,0
DNK,IMN,0,0
DNK,IND,0,0
DNK,IRL,0,0
DNK,IRN,0,0
DNK,IRQ,0,0
DNK,ISL,0,0
DNK,ISR,0,0
DNK,ITA,0,0
DNK,JAM,0,0
DNK,JEY,0,0
DNK,JOR,0,0
DNK,JPN,0,0
DNK,KAZ,0,0
DNK,KEN,0,0
DNK,KGZ,0,0
DNK,KHM,0,0
DNK,KIR,0,0
DNK,KNA,0,0
DNK,KOR,0,0
DNK,KWT,0,0
DNK,LAO,0,0
DNK,LBN,0,0
DNK,LBR,0,0
DNK,LBY,0,0
DNK,LCA,0,0
DNK,LIE,0,0
DNK,LKA,0,0
DNK,LSO,0,0
DNK,LTU,0,0
DNK,LUX,0,0
DNK,LVA,0,0
DNK,MAC,0,0
DNK,MAF,0,0
DNK,MAR,0,0
DNK,MCO,0,0
DNK,MDA,0,0
DNK,MDG,0,0
DNK,MDV,0,0
DNK,MEX,0,0
DNK,MHL,0,0
DNK,MKD,0,0
DNK,MLI,0,0
DNK,MLT,0,0
DNK,MMR,0,0
DNK,MNE,0,0
DNK,MNG,0,0
DNK,MNP,0,0
DNK,MOZ,0,0
DNK,MRT,0,0
DNK,MSR,0,0
DNK,MTQ,0,0
DNK,MUS,0,0
DNK,MWI,0,0
DNK,MYS,0,0
DNK,NAM,0,0
DNK,NCL,0,0
DNK,NER,0,0
DNK,NFK,0,0
DNK,NGA,0,0
DNK,NIC,0,0
DNK,NIU,0,0
DNK,NLD,0,0
DNK,NOR,0,0
DNK,NPL,0,0
DNK,NRU,0,0
DNK,NZL,0,0
DNK,OMN,0,0
DNK,PAK,0,0
DNK,PAN,0,0
DNK,PCN,0,0
DNK,PER,0,0
DNK,PHL,0,0
DNK,PLW,0,0
DNK,PNG,0,0
DNK,POL,0,0
DNK,PRI,0,0
DNK,PRK,0,0
DNK,PRT,0,0
DNK,PRY,0,0
DNK,PSE,0,0
DNK,PYF,0,0
DNK,QAT,0,0
DNK,ROU,0,0
DNK,RUS,0,0
DNK,RWA,0,0
DNK,SAU,0,0
DNK,SDN,0,0
DNK,SEN,0,0
DNK,SGP,0,0
DNK,SGS,0,0
DNK,SLB,0,0
DNK,SLE,0,0
DNK,SLV,0,0
DNK,SMR,0,0
DNK,SOM,0,0
DNK,SPM,0,0
DNK,SRB,0,0
DNK,SSD,0,0
DNK,STP,0,0
DNK,SUR,0,0
DNK,SVK,0,0
DNK,SVN,0,0
DNK,SWE,0,0
DNK,SWZ,0,0
DNK,SXM,0,0
DNK,SYC,0,0
DNK,SYR,0,0
DNK,TCA,0,0
DNK,TCD,0,0
DNK,TGO,0,0
DNK,THA,0,0
DNK,TJK,0,0
DNK,TKL,0,0
DNK,TKM,0,0
DNK,TLS,0,0
DNK,TON,0,0
DNK,TTO,0,0
DNK,TUN,0,0
DNK,TUR,0,0
DNK,TUV,0,0
DNK,TWN,0,0
DNK,TZA,0,0
DNK,UGA,0,0
DNK,UKR,0,0
DNK,URY,0,0
DNK,USA,0,0
DNK,UZB,0,0
DNK,VAT,0,0
DNK,VCT,0,0
DNK,VEN,0,0
DNK,VGB,0,0
DNK,VIR,0,0
DNK,VNM,0,0
DNK,VUT,0,0
DNK,WSM,0,0
DNK,YEM,0,0
DNK,ZAF,0,0
DNK,ZMB,0,0
DNK,ZWE,0,0
DOM,ABW,0,11
DOM,AFG,0,11
DOM,AGO,0,11
DOM,AIA,0,11
DOM,ALA,0,11
DOM,ALB,0,11
DOM,AND,0,11
DOM,ARE,0,11
DOM,ARG,0,11
DOM,ARM,0,11
DOM,ASM,0,11
DOM,ATG,0,11
DOM,AUS,0,11
DOM,AUT,0,11
DOM,AZE,0,11
DOM,BDI,0,11
DOM,BEL,0,11
DOM,BEN,0,11
DOM,BES,0,11
DOM,BFA,0,11
DOM,BGD,0,11
DOM,BGR,0,11
DOM,BHR,0,11
DOM,BHS,0,11
DOM,BIH,0,11
DOM,BLM,0,11
DOM,BLR,0,11
DOM,BLZ,0,11
DOM,BMU,0,11
DOM,BOL,0,11
DOM,BRA,0,11
DOM,BRB,0,11
DOM,BRN,0,11
DOM,BTN,0,11
DOM,BWA,0,11
DOM,CAF,0,11
DOM,CAN,0,11
DOM,CCK,0,11
DOM,CHE,0,11
DOM,CHL,0,11
DOM,CHN,0,11
DOM,CIV,0,11
DOM,CMR,0,11
DOM,COD,0,11
DOM,COG,0,11
DOM,COK,0,11
DOM,COL,0,11
DOM,COM,0,11
DOM,CPV,0,11
DOM,CRI,0,11
DOM,CUB,0,11
DOM,CUW,0,11
DOM,CXR,0,11
DOM,CYM,0,11
DOM,CYP,0,11
DOM,CZE,0,11
DOM,DEU,0,11
DOM,DJI,0,11
DOM,DMA,0,11
DOM,DNK,0,11
DOM,DOM,0,11
DOM,DZA,0,11
DOM,ECU,0,11
DOM,EGY,0,11
DOM,ERI,0,11
DOM,ESP,0,11
DOM,EST,0,11
DOM,ETH,0,11
DOM,FIN,0,11
DOM,FJI,0,11
DOM,FLK,0,11
DOM,FRA,0,11
DOM,FRO,0,11
DOM,FSM,0,11
DOM,GAB,0,11
DOM,GBR,1,11
DOM,GEO,0,11
DOM,GGY,0,11
DOM,GHA,0,11
DOM,GIB,0,11
DOM,GIN,0,11
DOM,GLP,0,11
DOM,GMB,0,11
DOM,GNB,0,11
DOM,GNQ,0,11
DOM,GRC,0,11
DOM,GRD,0,11
DOM,GRL,0,11
DOM,GTM,0,11
DOM,GUF,0,11
DOM,GUM,0,11
DOM,GUY,0,11
DOM,HKG,0,11
DOM,HMD,0,11
DOM,HND,0,11
DOM,HRV,0,11
DOM,HTI,0,11
DOM,HUN,0,11
DOM,IDN,0,11
DOM,IMN,0,11
DOM,IND,0,11
DOM,IRL,0,11
DOM,IRN,0,11
DOM,IRQ,0,11
DOM,ISL,0,11
DOM,ISR,0,11
DOM,ITA,0,11
DOM,JAM,0,11
DOM,JEY,0,11
DOM,JOR,0,11
DOM,JPN,0,11
DOM,KAZ,0,11
DOM,KEN,0,11
DOM,KGZ,0,11
DOM,KHM,0,11
DOM,KIR,0,11
DOM,KNA,0,11
DOM,KOR,0,11
DOM,KWT,0,11
DOM,LAO,0,11
DOM,LBN,0,11
DOM,LBR,0,11
DOM,LBY,0,11
DOM,LCA,0,11
DOM,LIE,0,11
DOM,LKA,0,11
DOM,LSO,0,11
DOM,LTU,0,11
DOM,LUX,0,11
DOM,LVA,0,11
DOM,MAC,0,11
DOM,MAF,0,11
DOM,MAR,0,11
DOM,MCO,0,11
DOM,MDA,0,11
DOM,MDG,0,11
DOM,MDV,0,11
DOM,MEX,0,11
DOM,MHL,0,11
DOM,MKD,0,11
DOM,MLI,0,11
DOM,MLT,0,11
DOM,MMR,0,11
DOM,MNE,0,11
DOM,MNG,0,11
DOM,MNP,0,11
DOM,MOZ,0,11
DOM,MRT,0,11
DOM,MSR,0,11
DOM,MTQ,0,11
DOM,MUS,0,11
DOM,MWI,0,11
DOM,MYS,0,11
DOM,NAM,0,11
DOM,NCL,0,11
DOM,NER,0,11
DOM,NFK,0,11
DOM,NGA,0,11
DOM,NIC,0,11
DOM,NIU,0,11
DOM,NLD,0,11
DOM,NOR,0,11
DOM,NPL,0,11
DOM,NRU,0,11
DOM,NZL,0,11
DOM,OMN,0,11
DOM,PAK,0,11
DOM,PAN,0,11
DOM,PCN,0,11
DOM,PER,0,11
DOM,PHL,0,11
DOM,PLW,0,11
DOM,PNG,0,11
DOM,POL,0,11
DOM,PRI,0,11
DOM,PRK,0,11
DOM,PRT,0,11
DOM,PRY,0,11
DOM,PSE,0,11
DOM,PYF,0,11
DOM,QAT,0,11
DOM,ROU,0,11
DOM,RUS,0,11
DOM,RWA,0,11
DOM,SAU,0,11
DOM,SDN,0,11
DOM,SEN,0,11
DOM,SGP,0,11
DOM,SGS,0,11
DOM,SLB,0,11
DOM,SLE,0,11
DOM,SLV,0,11
DOM,SMR,0,11
DOM,SOM,0,11
DOM,SPM,0,11
DOM,SRB,0,11
DOM,SSD,0,11
DOM,STP,0,11
DOM,SUR,0,11
DOM,SVK,0,11
DOM,SVN,0,11
DOM,SWE,0,11
DOM,SWZ,0,11
DOM,SXM,0,11
DOM,SYC,0,11
DOM,SYR,0,11
DOM,TCA,0,11
DOM,TCD,0,11
DOM,TGO,0,11
DOM,THA,0,11
DOM,TJK,0,11
DOM,TKL,0,11
DOM,TKM,0,11
DOM,TLS,0,11
DOM,TON,0,11
DOM,TTO,0,11
DOM,TUN,0,11
DOM,TUR,0,11
DOM,TUV,0,11
DOM,TWN,0,11
DOM,TZA,0,11
DOM,UGA,0,11
DOM,UKR,0,11
DOM,URY,0,11
DOM,USA,10,11
DOM,UZB,0,11
DOM,VAT,0,11
DOM,VCT,0,11
DOM,VEN,0,11
DOM,VGB,0,11
DOM,VIR,0,11
DOM,VNM,0,11
DOM,VUT,0,11
DOM,WSM,0,11
DOM,YEM,0,11
DOM,ZAF,0,11
DOM,ZMB,0,11
DOM,ZWE,0,11
DZA,ABW,0,15
DZA,AFG,0,15
DZA,AGO,0,15
DZA,AIA,0,15
DZA,ALA,0,15
DZA,ALB,0,15
DZA,AND,0,15
DZA,ARE,0,15
DZA,ARG,0,15
DZA,ARM,0,15
DZA,ASM,0,15
DZA,ATG,0,15
DZA,AUS,0,15
DZA,AUT,0,15
DZA,AZE,0,15
DZA,BDI,0,15
DZA,BEL,2,15
DZA,BEN,0,15
DZA,BES,0,15
DZA,BFA,0,15
DZA,BGD,0,15
DZA,BGR,0,15
DZA,BHR,0,15
DZA,BHS,0,15
DZA,BIH,0,15
DZA,BLM,0,15
DZA,BLR,0,15
DZA,BLZ,0,15
DZA,BMU,0,15
DZA,BOL,0,15
DZA,BRA,0,15
DZA,BRB,0,15
DZA,BRN,0,15
DZA,BTN,0,15
DZA,BWA,0,15
DZA,CAF,0,15
DZA,CAN,0,15
DZA,CCK,0,15
DZA,CHE,1,15
DZA,CHL,0,15
DZA,CHN,0,15
DZA,CIV,0,15
DZA,CMR,0,15
DZA,COD,0,15
DZA,COG,0,15
DZA,COK,0,15
DZA,COL,0,15
DZA,COM,0,15
DZA,CPV,0,15
DZA,CRI,0,15
DZA,CUB,0,15
DZA,CUW,0,15
DZA,CXR,0,15
DZA,CYM,0,15
DZA,CYP,0,15
DZA,CZE,0,15
DZA,DEU,0,15
DZA,DJI,0,15
DZA,DMA,0,15
DZA,DNK,0,15
DZA,DOM,0,15
DZA,DZA,0,15
DZA,ECU,0,15
DZA,EGY,0,15
DZA,ERI,0,15
DZA,ESP,1,15
DZA,EST,0,15
DZA,ETH,0,15
DZA,FIN,0,15
DZA,FJI,0,15
DZA,FLK,0,15
DZA,FRA,8,15
DZA,FRO,0,15
DZA,FSM,0,15
DZA,GAB,0,15
DZA,GBR,2,15
DZA,GEO,0,15
DZA,GGY,0,15
DZA,GHA,0,15
DZA,GIB,0,15
DZA,GIN,0,15
DZA,GLP,0,15
DZA,GMB,0,15
DZA,GNB,0,15
DZA,GNQ,0,15
DZA,GRC,0,15
DZA,GRD,0,15
DZA,GRL,0,15
DZA,GTM,0,15
DZA,GUF,0,15
DZA,GUM,0,15
DZA,GUY,0,15
DZA,HKG,0,15
DZA,HMD,0,15
DZA,HND,0,15
DZA,HRV,0,15
DZA,HTI,0,15
DZA,HUN,0,15
DZA,IDN,0,15
DZA,IMN,0,15
DZA,IND,0,15
DZA,IRL,0,15
DZA,IRN,0,15
DZA,IRQ,0,15
DZA,ISL,0,15
DZA,ISR,0,15
DZA,ITA,0,15
DZA,JAM,0,15
DZA,JEY,0,15
DZA,JOR,0,15
DZA,JPN,0,15
DZA,KAZ,0,15
DZA,KEN,0,15
DZA,KGZ,0,15
DZA,KHM,0,15
DZA,KIR,0,15
DZA,KNA,0,15
DZA,KOR,0,15
DZA,KWT,0,15
DZA,LAO,0,15
DZA,LBN,0,15
DZA,LBR,0,15
DZA,LBY,0,15
DZA,LCA,0,15
DZA,LIE,0,15
DZA,LKA,0,15
DZA,LSO,0,15
DZA,LTU,0,15
DZA,LUX,0,15
DZA,LVA,0,15
DZA,MAC,0,15
DZA,MAF,0,15
DZA,MAR,0,15
DZA,MCO,0,15
DZA,MDA,0,15
DZA,MDG,0,15
DZA,MDV,0,15
DZA,MEX,0,15
DZA,MHL,0,15
DZA,MKD,0,15
DZA,MLI,0,15
DZA,MLT,0,15
DZA,MMR,0,15
DZA,MNE,0,15
DZA,MNG,0,15
DZA,MNP,0,15
DZA,MOZ,0,15
DZA,MRT,0,15
DZA,MSR,0,15
DZA,MTQ,0,15
DZA,MUS,0,15
DZA,MWI,0,15
DZA,MYS,0,15
DZA,NAM,0,15
DZA,NCL,0,15
DZA,NER,0,15
DZA,NFK,0,15
DZA,NGA,0,15
DZA,NIC,0,15
DZA,NIU,0,15
DZA,NLD,0,15
DZA,NOR,0,15
DZA,NPL,0,15
DZA,NRU,0,15
DZA,NZL,0,15
DZA,OMN,0,15
DZA,PAK,0,15
DZA,PAN,0,15
DZA,PCN,0,15
DZA,PER,0,15
DZA,PHL,0,15
DZA,PLW,0,15
DZA,PNG,0,15
DZA,POL,0,15
DZA,PRI,0,15
DZA,PRK,0,15
DZA,PRT,0,15
DZA,PRY,0,15
DZA,PSE,0,15
DZA,PYF,0,15
DZA,QAT,0,15
DZA,ROU,0,15
DZA,RUS,0,15
DZA,RWA,0,15
DZA,SAU,0,15
DZA,SDN,0,15
DZA,SEN,0,15
DZA,SGP,0,15
DZA,SGS,0,15
DZA,SLB,0,15
DZA,SLE,0,15
DZA,SLV,0,15
DZA,SMR,0,15
DZA,SOM,0,15
DZA,SPM,0,15
DZA,SRB,0,15
DZA,SSD,0,15
DZA,STP,0,15
DZA,SUR,0,15
DZA,SVK,0,15
DZA,SVN,0,15
DZA,SWE,0,15
DZA,SWZ,0,15
DZA,SXM,0,15
DZA,SYC,0,15
DZA,SYR,0,15
DZA,TCA,0,15
DZA,TCD,0,15
DZA,TGO,0,15
DZA,THA,0,15
DZA,TJK,0,15
DZA,TKL,0,15
DZA,TKM,0,15
DZA,TLS,0,15
DZA,TON,0,15
DZA,TTO,0,15
DZA,TUN,0,15
DZA,TUR,0,15
DZA,TUV,0,15
DZA,TWN,0,15
DZA,TZA,0,15
DZA,UGA,0,15
DZA,UKR,0,15
DZA,URY,0,15
DZA,USA,1,15
DZA,UZB,0,15
DZA,VAT,0,15
DZA,VCT,0,15
DZA,VEN,0,15
DZA,VGB,0,15
DZA,VIR,0,15
DZA,VNM,0,15
DZA,VUT,0,15
DZA,WSM,0,15
DZA,YEM,0,15
DZA,ZAF,0,15
DZA,ZMB,0,15
DZA,ZWE,0,15
ECU,ABW,0,198
ECU,AFG,0,198
ECU,AGO,0,198
ECU,AIA,0,198
ECU,ALA,0,198
ECU,ALB,0,198
ECU,AND,0,198
ECU,ARE,0,198
ECU,ARG,0,198
ECU,ARM,0,198
ECU,ASM,0,198
ECU,ATG,0,198
ECU,AUS,0,198
ECU,AUT,13,198
ECU,AZE,0,198
ECU,BDI,0,198
ECU,BEL,0,198
ECU,BEN,0,198
ECU,BES,0,198
ECU,BFA,0,198
ECU,BGD,0,198
ECU,BGR,0,198
ECU,BHR,0,198
ECU,BHS,0,198
ECU,BIH,0,198
ECU,BLM,0,198
ECU,BLR,0,198
ECU,BLZ,0,198
ECU,BMU,0,198
ECU,BOL,0,198
ECU,BRA,0,198
ECU,BRB,0,198
ECU,BRN,0,198
ECU,BTN,0,198
ECU,BWA,0,198
ECU,CAF,0,198
ECU,CAN,0,198
ECU,CCK,0,198
ECU,CHE,1,198
ECU,CHL,0,198
ECU,CHN,0,198
ECU,CIV,0,198
ECU,CMR,0,198
ECU,COD,0,198
ECU,COG,0,198
ECU,COK,0,198
ECU,COL,1,198
ECU,COM,0,198
ECU,CPV,0,198
ECU,CRI,0,198
ECU,CUB,0,198
ECU,CUW,0,198
ECU,CXR,0,198
ECU,CYM,0,198
ECU,CYP,0,198
ECU,CZE,0,198
ECU,DEU,13,198
ECU,DJI,0,198
ECU,DMA,0,198
ECU,DNK,0,198
ECU,DOM,0,198
ECU,DZA,0,198
ECU,ECU,19,198
ECU,EGY,0,198
ECU,ERI,0,198
ECU,ESP,0,198
ECU,EST,0,198
ECU,ETH,0,198
ECU,FIN,0,198
ECU,FJI,0,198
ECU,FLK,0,198
ECU,FRA,8,198
ECU,FRO,0,198
ECU,FSM,0,198
ECU,GAB,0,198
ECU,GBR,57,198
ECU,GEO,0,198
ECU,GGY,0,198
ECU,GHA,0,198
ECU,GIB,0,198
ECU,GIN,0,198
ECU,GLP,0,198
ECU,GMB,0,198
ECU,GNB,0,198
ECU,GNQ,0,198
ECU,GRC,0,198
ECU,GRD,0,198
ECU,GRL,0,198
ECU,GTM,0,198
ECU,GUF,0,198
ECU,GUM,0,198
ECU,GUY,0,198
ECU,HKG,0,198
ECU,HMD,0,198
ECU,HND,0,198
ECU,HRV,0,198
ECU,HTI,0,198
ECU,HUN,0,198
ECU,IDN,0,198
ECU,IMN,0,198
ECU,IND,0,198
ECU,IRL,0,198
ECU,IRN,0,198
ECU,IRQ,0,198
ECU,ISL,0,198
ECU,ISR,0,198
ECU,ITA,4,198
ECU,JAM,0,198
ECU,JEY,0,198
ECU,JOR,0,198
ECU,JPN,0,198
ECU,KAZ,0,198
ECU,KEN,0,198
ECU,KGZ,0,198
ECU,KHM,0,198
ECU,KIR,0,198
ECU,KNA,0,198
ECU,KOR,0,198
ECU,KWT,0,198
ECU,LAO,0,198
ECU,LBN,0,198
ECU,LBR,0,198
ECU,LBY,0,198
ECU,LCA,0,198
ECU,LIE,0,198
ECU,LKA,0,198
ECU,LSO,0,198
ECU,LTU,0,198
ECU,LUX,0,198
ECU,LVA,0,198
ECU,MAC,0,198
ECU,MAF,0,198
ECU,MAR,0,198
ECU,MCO,0,198
ECU,MDA,0,198
ECU,MDG,0,198
ECU,MDV,0,198
ECU,MEX,0,198
ECU,MHL,0,198
ECU,MKD,0,198
ECU,MLI,0,198
ECU,MLT,0,198
ECU,MMR,0,198
ECU,MNE,0,198
ECU,MNG,0,198
ECU,MNP,0,198
ECU,MOZ,0,198
ECU,MRT,0,198
ECU,MSR,0,198
ECU,MTQ,0,198
ECU,MUS,0,198
ECU,MWI,0,198
ECU,MYS,0,198
ECU,NAM,0,198
ECU,NCL,0,198
ECU,NER,0,198
ECU,NFK,0,198
ECU,NGA,0,198
ECU,NIC,0,198
ECU,NIU,0,198
ECU,NLD,2,198
ECU,NOR,0,198
ECU,NPL,0,198
ECU,NRU,0,198
ECU,NZL,0,198
ECU,OMN,0,198
ECU,PAK,0,198
ECU,PAN,1,198
ECU,PCN,0,198
ECU,PER,2,198
ECU,PHL,0,198
ECU,PLW,0,198
ECU,PNG,0,198
ECU,POL,0,198
ECU,PRI,0,198
ECU,PRK,0,198
ECU,PRT,0,198
ECU,PRY,0,198
ECU,PSE,0,198
ECU,PYF,0,198
ECU,QAT,0,198
ECU,ROU,0,198
ECU,RUS,0,198
ECU,RWA,0,198
ECU,SAU,0,198
ECU,SDN,0,198
ECU,SEN,0,198
ECU,SGP,0,198
ECU,SGS,0,198
ECU,SLB,0,198
ECU,SLE,0,198
ECU,SLV,0,198
ECU,SMR,0,198
ECU,SOM,0,198
ECU,SPM,0,198
ECU,SRB,0,198
ECU,SSD,0,198
ECU,STP,0,198
ECU,SUR,0,198
ECU,SVK,0,198
ECU,SVN,0,198
ECU,SWE,2,198
ECU,SWZ,0,198
ECU,SXM,0,198
ECU,SYC,0,198
ECU,SYR,0,198
ECU,TCA,0,198
ECU,TCD,0,198
ECU,TGO,0,198
ECU,THA,0,198
ECU,TJK,0,198
ECU,TKL,0,198
ECU,TKM,0,198
ECU,TLS,0,198
ECU,TON,0,198
ECU,TTO,0,198
ECU,TUN,0,198
ECU,TUR,0,198
ECU,TUV,0,198
ECU,TWN,0,198
ECU,TZA,0,198
ECU,UGA,0,198
ECU,UKR,0,198
ECU,URY,0,198
ECU,USA,75,198
ECU,UZB,0,198
ECU,VAT,0,198
ECU,VCT,0,198
ECU,VEN,0,198
ECU,VGB,0,198
ECU,VIR,0,198
ECU,VNM,0,198
ECU,VUT,0,198
ECU,WSM,0,198
ECU,YEM,0,198
ECU,ZAF,0,198
ECU,ZMB,0,198
ECU,ZWE,0,198
EGY,ABW,0,69
EGY,AFG,0,69
EGY,AGO,0,69
EGY,AIA,0,69
EGY,ALA,0,69
EGY,ALB,0,69
EGY,AND,0,69
EGY,ARE,0,69
EGY,ARG,0,69
EGY,ARM,0,69
EGY,ASM,0,69
EGY,ATG,0,69
EGY,AUS,0,69
EGY,AUT,5,69
EGY,AZE,0,69
EGY,BDI,0,69
EGY,BEL,0,69
EGY,BEN,0,69
EGY,BES,0,69
EGY,BFA,0,69
EGY,BGD,0,69
EGY,BGR,0,69
EGY,BHR,0,69
EGY,BHS,0,69
EGY,BIH,0,69
EGY,BLM,0,69
EGY,BLR,0,69
EGY,BLZ,0,69
EGY,BMU,0,69
EGY,BOL,0,69
EGY,BRA,0,69
EGY,BRB,0,69
EGY,BRN,0,69
EGY,BTN,0,69
EGY,BWA,0,69
EGY,CAF,0,69
EGY,CAN,0,69
EGY,CCK,0,69
EGY,CHE,0,69
EGY,CHL,0,69
EGY,CHN,0,69
EGY,CIV,0,69
EGY,CMR,0,69
EGY,COD,0,69
EGY,COG,0,69
EGY,COK,0,69
EGY,COL,0,69
EGY,COM,0,69
EGY,CPV,0,69
EGY,CRI,0,69
EGY,CUB,0,69
EGY,CUW,0,69
EGY,CXR,0,69
EGY,CYM,0,69
EGY,CYP,0,69
EGY,CZE,0,69
EGY,DEU,8,69
EGY,DJI,0,69
EGY,DMA,0,69
EGY,DNK,0,69
EGY,DOM,0,69
EGY,DZA,0,69
EGY,ECU,0,69
EGY,EGY,0,69
EGY,ERI,0,69
EGY,ESP,0,69
EGY,EST,0,69
EGY,ETH,0,69
EGY,FIN,0,69
EGY,FJI,0,69
EGY,FLK,0,69
EGY,FRA,32,69
EGY,FRO,0,69
EGY,FSM,0,69
EGY,GAB,0,69
EGY,GBR,22,69
EGY,GEO,0,69
EGY,GGY,0,69
EGY,GHA,0,69
EGY,GIB,0,69
EGY,GIN,0,69
EGY,GLP,0,69
EGY,GMB,0,69
EGY,GNB,0,69
EGY,GNQ,0,69
EGY,GRC,0,69
EGY,GRD,0,69
EGY,GRL,0,69
EGY,GTM,0,69
EGY,GUF,0,69
EGY,GUM,0,69
EGY,GUY,0,69
EGY,HKG,0,69
EGY,HMD,0,69
EGY,HND,0,69
EGY,HRV,0,69
EGY,HTI,0,69
EGY,HUN,0,69
EGY,IDN,0,69
EGY,IMN,0,69
EGY,IND,0,69
EGY,IRL,0,69
EGY,IRN,0,69
EGY,IRQ,0,69
EGY,ISL,0,69
EGY,ISR,0,69
EGY,ITA,0,69
EGY,JAM,0,69
EGY,JEY,0,69
EGY,JOR,0,69
EGY,JPN,0,69
EGY,KAZ,0,69
EGY,KEN,0,69
EGY,KGZ,0,69
EGY,KHM,0,69
EGY,KIR,0,69
EGY,KNA,0,69
EGY,KOR,0,69
EGY,KWT,0,69
EGY,LAO,0,69
EGY,LBN,0,69
EGY,LBR,0,69
EGY,LBY,0,69
EGY,LCA,0,69
EGY,LIE,0,69
EGY,LKA,0,69
EGY,LSO,0,69
EGY,LTU,0,69
EGY,LUX,0,69
EGY,LVA,0,69
EGY,MAC,0,69
EGY,MAF,0,69
EGY,MAR,0,69
EGY,MCO,0,69
EGY,MDA,0,69
EGY,MDG,0,69
EGY,MDV,0,69
EGY,MEX,0,69
EGY,MHL,0,69
EGY,MKD,0,69
EGY,MLI,0,69
EGY,MLT,0,69
EGY,MMR,0,69
EGY,MNE,0,69
EGY,MNG,0,69
EGY,MNP,0,69
EGY,MOZ,0,69
EGY,MRT,0,69
EGY,MSR,0,69
EGY,MTQ,0,69
EGY,MUS,0,69
EGY,MWI,0,69
EGY,MYS,0,69
EGY,NAM,0,69
EGY,NCL,0,69
EGY,NER,0,69
EGY,NFK,0,69
EGY,NGA,0,69
EGY,NIC,0,69
EGY,NIU,0,69
EGY,NLD,0,69
EGY,NOR,0,69
EGY,NPL,0,69
EGY,NRU,0,69
EGY,NZL,0,69
EGY,OMN,0,69
EGY,PAK,0,69
EGY,PAN,0,69
EGY,PCN,0,69
EGY,PER,0,69
EGY,PHL,0,69
EGY,PLW,0,69
EGY,PNG,0,69
EGY,POL,0,69
EGY,PRI,0,69
EGY,PRK,0,69
EGY,PRT,0,69
EGY,PRY,0,69
EGY,PSE,0,69
EGY,PYF,0,69
EGY,QAT,0,69
EGY,ROU,0,69
EGY,RUS,0,69
EGY,RWA,0,69
EGY,SAU,0,69
EGY,SDN,0,69
EGY,SEN,0,69
