country_type,country_museum,n,total_country_type
IND,FRO,0,872
IND,FSM,0,872
IND,GAB,0,872
IND,GBR,68,872
IND,GEO,0,872
IND,GGY,0,872
IND,GHA,0,872
IND,GIB,0,872
IND,GIN,0,872
IND,GLP,0,872
IND,GMB,0,872
IND,GNB,0,872
IND,GNQ,0,872
IND,GRC,0,872
IND,GRD,0,872
IND,GRL,0,872
IND,GTM,0,872
IND,GUF,0,872
IND,GUM,0,872
IND,GUY,0,872
IND,HKG,0,872
IND,HMD,0,872
IND,HND,0,872
IND,HRV,0,872
IND,HTI,0,872
IND,HUN,0,872
IND,IDN,0,872
IND,IMN,0,872
IND,IND,599,872
IND,IRL,0,872
IND,IRN,0,872
IND,IRQ,0,872
IND,ISL,0,872
IND,ISR,0,872
IND,ITA,4,872
IND,JAM,0,872
IND,JEY,0,872
IND,JOR,0,872
IND,JPN,0,872
IND,KAZ,0,872
IND,KEN,0,872
IND,KGZ,0,872
IND,KHM,0,872
IND,KIR,0,872
IND,KNA,0,872
IND,KOR,0,872
IND,KWT,0,872
IND,LAO,0,872
IND,LBN,0,872
IND,LBR,0,872
IND,LBY,0,872
IND,LCA,0,872
IND,LIE,0,872
IND,LKA,3,872
IND,LSO,0,872
IND,LTU,0,872
IND,LUX,0,872
IND,LVA,0,872
IND,MAC,0,872
IND,MAF,0,872
IND,MAR,0,872
IND,MCO,0,872
IND,MDA,0,872
IND,MDG,0,872
IND,MDV,0,872
IND,MEX,0,872
IND,MHL,0,872
IND,MKD,0,872
IND,MLI,0,872
IND,MLT,0,872
IND,MMR,0,872
IND,MNE,0,872
IND,MNG,0,872
IND,MNP,0,872
IND,MOZ,0,872
IND,MRT,0,872
IND,MSR,0,872
IND,MTQ,0,872
IND,MUS,0,872
IND,MWI,0,872
IND,MYS,0,872
IND,NAM,0,872
IND,NCL,0,872
IND,NER,0,872
IND,NFK,0,872
IND,NGA,0,872
IND,NIC,0,872
IND,NIU,0,872
IND,NLD,4,872
IND,NOR,0,872
IND,NPL,0,872
IND,NRU,0,872
IND,NZL,0,872
IND,OMN,0,872
IND,PAK,0,872
IND,PAN,0,872
IND,PCN,0,872
IND,PER,0,872
IND,PHL,0,872
IND,PLW,0,872
IND,PNG,0,872
IND,POL,0,872
IND,PRI,0,872
IND,PRK,0,872
IND,PRT,0,872
IND,PRY,0,872
IND,PSE,0,872
IND,PYF,0,872
IND,QAT,0,872
IND,ROU,1,872
IND,RUS,1,872
IND,RWA,0,872
IND,SAU,0,872
IND,SDN,0,872
IND,SEN,0,872
IND,SGP,9,872
IND,SGS,0,872
IND,SLB,0,872
IND,SLE,0,872
IND,SLV,0,872
IND,SMR,0,872
IND,SOM,0,872
IND,SPM,0,872
IND,SRB,0,872
IND,SSD,0,872
IND,STP,0,872
IND,SUR,0,872
IND,SVK,0,872
IND,SVN,0,872
IND,SWE,6,872
IND,SWZ,0,872
IND,SXM,0,872
IND,SYC,0,872
IND,SYR,0,872
IND,TCA,0,872
IND,TCD,0,872
IND,TGO,0,872
IND,THA,1,872
IND,TJK,0,872
IND,TKL,0,872
IND,TKM,0,872
IND,TLS,0,872
IND,TON,0,872
IND,TTO,0,872
IND,TUN,0,872
IND,TUR,0,872
IND,TUV,0,872
IND,TWN,0,872
IND,TZA,0,872
IND,UGA,0,872
IND,UKR,0,872
IND,URY,0,872
IND,USA,42,872
IND,UZB,0,872
IND,VAT,0,872
IND,VCT,0,872
IND,VEN,0,872
IND,VGB,0,872
IND,VIR,0,872
IND,VNM,0,872
IND,VUT,0,872
IND,WSM,0,872
IND,YEM,0,872
IND,ZAF,0,872
IND,ZMB,0,872
IND,ZWE,0,872
IRL,ABW,0,10
IRL,AFG,0,10
IRL,AGO,0,10
IRL,AIA,0,10
IRL,ALA,0,10
IRL,ALB,0,10
IRL,AND,0,10
IRL,ARE,0,10
IRL,ARG,0,10
IRL,ARM,0,10
IRL,ASM,0,10
IRL,ATG,0,10
IRL,AUS,0,10
IRL,AUT,0,10
IRL,AZE,0,10
IRL,BDI,0,10
IRL,BEL,0,10
IRL,BEN,0,10
IRL,BES,0,10
IRL,BFA,0,10
IRL,BGD,0,10
IRL,BGR,0,10
IRL,BHR,0,10
IRL,BHS,0,10
IRL,BIH,0,10
IRL,BLM,0,10
IRL,BLR,0,10
IRL,BLZ,0,10
IRL,BMU,0,10
IRL,BOL,0,10
IRL,BRA,0,10
IRL,BRB,0,10
IRL,BRN,0,10
IRL,BTN,0,10
IRL,BWA,0,10
IRL,CAF,0,10
IRL,CAN,0,10
IRL,CCK,0,10
IRL,CHE,0,10
IRL,CHL,0,10
IRL,CHN,0,10
IRL,CIV,0,10
IRL,CMR,0,10
IRL,COD,0,10
IRL,COG,0,10
IRL,COK,0,10
IRL,COL,0,10
IRL,COM,0,10
IRL,CPV,0,10
IRL,CRI,0,10
IRL,CUB,0,10
IRL,CUW,0,10
IRL,CXR,0,10
IRL,CYM,0,10
IRL,CYP,0,10
IRL,CZE,0,10
IRL,DEU,0,10
IRL,DJI,0,10
IRL,DMA,0,10
IRL,DNK,0,10
IRL,DOM,0,10
IRL,DZA,0,10
IRL,ECU,0,10
IRL,EGY,0,10
IRL,ERI,0,10
IRL,ESP,0,10
IRL,EST,0,10
IRL,ETH,0,10
IRL,FIN,0,10
IRL,FJI,0,10
IRL,FLK,0,10
IRL,FRA,0,10
IRL,FRO,0,10
IRL,FSM,0,10
IRL,GAB,0,10
IRL,GBR,9,10
IRL,GEO,0,10
IRL,GGY,0,10
IRL,GHA,0,10
IRL,GIB,0,10
IRL,GIN,0,10
IRL,GLP,0,10
IRL,GMB,0,10
IRL,GNB,0,10
IRL,GNQ,0,10
IRL,GRC,0,10
IRL,GRD,0,10
IRL,GRL,0,10
IRL,GTM,0,10
IRL,GUF,0,10
IRL,GUM,0,10
IRL,GUY,0,10
IRL,HKG,0,10
IRL,HMD,0,10
IRL,HND,0,10
IRL,HRV,0,10
IRL,HTI,0,10
IRL,HUN,0,10
IRL,IDN,0,10
IRL,IMN,0,10
IRL,IND,0,10
IRL,IRL,1,10
IRL,IRN,0,10
IRL,IRQ,0,10
IRL,ISL,0,10
IRL,ISR,0,10
IRL,ITA,0,10
IRL,JAM,0,10
IRL,JEY,0,10
IRL,JOR,0,10
IRL,JPN,0,10
IRL,KAZ,0,10
IRL,KEN,0,10
IRL,KGZ,0,10
IRL,KHM,0,10
IRL,KIR,0,10
IRL,KNA,0,10
IRL,KOR,0,10
IRL,KWT,0,10
IRL,LAO,0,10
IRL,LBN,0,10
IRL,LBR,0,10
IRL,LBY,0,10
IRL,LCA,0,10
IRL,LIE,0,10
IRL,LKA,0,10
IRL,LSO,0,10
IRL,LTU,0,10
IRL,LUX,0,10
IRL,LVA,0,10
IRL,MAC,0,10
IRL,MAF,0,10
IRL,MAR,0,10
IRL,MCO,0,10
IRL,MDA,0,10
IRL,MDG,0,10
IRL,MDV,0,10
IRL,MEX,0,10
IRL,MHL,0,10
IRL,MKD,0,10
IRL,MLI,0,10
IRL,MLT,0,10
IRL,MMR,0,10
IRL,MNE,0,10
IRL,MNG,0,10
IRL,MNP,0,10
IRL,MOZ,0,10
IRL,MRT,0,10
IRL,MSR,0,10
IRL,MTQ,0,10
IRL,MUS,0,10
IRL,MWI,0,10
IRL,MYS,0,10
IRL,NAM,0,10
IRL,NCL,0,10
IRL,NER,0,10
IRL,NFK,0,10
IRL,NGA,0,10
IRL,NIC,0,10
IRL,NIU,0,10
IRL,NLD,0,10
IRL,NOR,0,10
IRL,NPL,0,10
IRL,NRU,0,10
IRL,NZL,0,10
IRL,OMN,0,10
IRL,PAK,0,10
IRL,PAN,0,10
IRL,PCN,0,10
IRL,PER,0,10
IRL,PHL,0,10
IRL,PLW,0,10
IRL,PNG,0,10
IRL,POL,0,10
IRL,PRI,0,10
IRL,PRK,0,10
IRL,PRT,0,10
IRL,PRY,0,10
IRL,PSE,0,10
IRL,PYF,0,10
IRL,QAT,0,10
IRL,ROU,0,10
IRL,RUS,0,10
IRL,RWA,0,10
IRL,SAU,0,10
IRL,SDN,0,10
IRL,SEN,0,10
IRL,SGP,0,10
IRL,SGS,0,10
IRL,SLB,0,10
IRL,SLE,0,10
IRL,SLV,0,10
IRL,SMR,0,10
IRL,SOM,0,10
IRL,SPM,0,10
IRL,SRB,0,10
IRL,SSD,0,10
IRL,STP,0,10
IRL,SUR,0,10
IRL,SVK,0,10
IRL,SVN,0,10
IRL,SWE,0,10
IRL,SWZ,0,10
IRL,SXM,0,10
IRL,SYC,0,10
IRL,SYR,0,10
IRL,TCA,0,10
IRL,TCD,0,10
IRL,TGO,0,10
IRL,THA,0,10
IRL,TJK,0,10
IRL,TKL,0,10
IRL,TKM,0,10
IRL,TLS,0,10
IRL,TON,0,10
IRL,TTO,0,10
IRL,TUN,0,10
IRL,TUR,0,10
IRL,TUV,0,10
IRL,TWN,0,10
IRL,TZA,0,10
IRL,UGA,0,10
IRL,UKR,0,10
IRL,URY,0,10
IRL,USA,0,10
IRL,UZB,0,10
IRL,VAT,0,10
IRL,VCT,0,10
IRL,VEN,0,10
IRL,VGB,0,10
IRL,VIR,0,10
IRL,VNM,0,10
IRL,VUT,0,10
IRL,WSM,0,10
IRL,YEM,0,10
IRL,ZAF,0,10
IRL,ZMB,0,10
IRL,ZWE,0,10
IRN,ABW,0,154
IRN,AFG,0,154
IRN,AGO,0,154
IRN,AIA,0,154
IRN,ALA,0,154
IRN,ALB,0,154
IRN,AND,0,154
IRN,ARE,0,154
IRN,ARG,0,154
IRN,ARM,0,154
IRN,ASM,0,154
IRN,ATG,0,154
IRN,AUS,0,154
IRN,AUT,15,154
IRN,AZE,0,154
IRN,BDI,0,154
IRN,BEL,0,154
IRN,BEN,0,154
IRN,BES,0,154
IRN,BFA,0,154
IRN,BGD,0,154
IRN,BGR,0,154
IRN,BHR,0,154
IRN,BHS,0,154
IRN,BIH,0,154
IRN,BLM,0,154
IRN,BLR,0,154
IRN,BLZ,0,154
IRN,BMU,0,154
IRN,BOL,0,154
IRN,BRA,0,154
IRN,BRB,0,154
IRN,BRN,0,154
IRN,BTN,0,154
IRN,BWA,0,154
IRN,CAF,0,154
IRN,CAN,15,154
IRN,CCK,0,154
IRN,CHE,0,154
IRN,CHL,0,154
IRN,CHN,1,154
IRN,CIV,0,154
IRN,CMR,0,154
IRN,COD,0,154
IRN,COG,0,154
IRN,COK,0,154
IRN,COL,0,154
IRN,COM,0,154
IRN,CPV,0,154
IRN,CRI,0,154
IRN,CUB,0,154
IRN,CUW,0,154
IRN,CXR,0,154
IRN,CYM,0,154
IRN,CYP,0,154
IRN,CZE,0,154
IRN,DEU,9,154
IRN,DJI,0,154
IRN,DMA,0,154
IRN,DNK,2,154
IRN,DOM,0,154
IRN,DZA,0,154
IRN,ECU,0,154
IRN,EGY,0,154
IRN,ERI,0,154
IRN,ESP,0,154
IRN,EST,0,154
IRN,ETH,0,154
IRN,FIN,0,154
IRN,FJI,0,154
IRN,FLK,0,154
IRN,FRA,3,154
IRN,FRO,0,154
IRN,FSM,0,154
IRN,GAB,0,154
IRN,GBR,7,154
IRN,GEO,0,154
IRN,GGY,0,154
IRN,GHA,0,154
IRN,GIB,0,154
IRN,GIN,0,154
IRN,GLP,0,154
IRN,GMB,0,154
IRN,GNB,0,154
IRN,GNQ,0,154
IRN,GRC,0,154
IRN,GRD,0,154
IRN,GRL,0,154
IRN,GTM,0,154
IRN,GUF,0,154
IRN,GUM,0,154
IRN,GUY,0,154
IRN,HKG,0,154
IRN,HMD,0,154
IRN,HND,0,154
IRN,HRV,0,154
IRN,HTI,0,154
IRN,HUN,0,154
IRN,IDN,0,154
IRN,IMN,0,154
IRN,IND,7,154
IRN,IRL,0,154
IRN,IRN,60,154
IRN,IRQ,0,154
IRN,ISL,0,154
IRN,ISR,0,154
IRN,ITA,11,154
IRN,JAM,0,154
IRN,JEY,0,154
IRN,JOR,0,154
IRN,JPN,0,154
IRN,KAZ,0,154
IRN,KEN,0,154
IRN,KGZ,0,154
IRN,KHM,0,154
IRN,KIR,0,154
IRN,KNA,0,154
IRN,KOR,0,154
IRN,KWT,0,154
IRN,LAO,0,154
IRN,LBN,0,154
IRN,LBR,0,154
IRN,LBY,0,154
IRN,LCA,0,154
IRN,LIE,0,154
IRN,LKA,0,154
IRN,LSO,0,154
IRN,LTU,0,154
IRN,LUX,0,154
IRN,LVA,0,154
IRN,MAC,0,154
IRN,MAF,0,154
IRN,MAR,0,154
IRN,MCO,0,154
IRN,MDA,0,154
IRN,MDG,0,154
IRN,MDV,0,154
IRN,MEX,0,154
IRN,MHL,0,154
IRN,MKD,0,154
IRN,MLI,0,154
IRN,MLT,0,154
IRN,MMR,0,154
IRN,MNE,0,154
IRN,MNG,0,154
IRN,MNP,0,154
IRN,MOZ,0,154
IRN,MRT,0,154
IRN,MSR,0,154
IRN,MTQ,0,154
IRN,MUS,0,154
IRN,MWI,0,154
IRN,MYS,0,154
IRN,NAM,0,154
IRN,NCL,0,154
IRN,NER,0,154
IRN,NFK,0,154
IRN,NGA,0,154
IRN,NIC,0,154
IRN,NIU,0,154
IRN,NLD,0,154
IRN,NOR,0,154
IRN,NPL,0,154
IRN,NRU,0,154
IRN,NZL,0,154
IRN,OMN,0,154
IRN,PAK,0,154
IRN,PAN,0,154
IRN,PCN,0,154
IRN,PER,0,154
IRN,PHL,0,154
IRN,PLW,0,154
IRN,PNG,0,154
IRN,POL,0,154
IRN,PRI,0,154
IRN,PRK,0,154
IRN,PRT,0,154
IRN,PRY,0,154
IRN,PSE,0,154
IRN,PYF,0,154
IRN,QAT,0,154
IRN,ROU,0,154
IRN,RUS,19,154
IRN,RWA,0,154
IRN,SAU,0,154
IRN,SDN,0,154
IRN,SEN,0,154
IRN,SGP,0,154
IRN,SGS,0,154
IRN,SLB,0,154
IRN,SLE,0,154
IRN,SLV,0,154
IRN,SMR,0,154
IRN,SOM,0,154
IRN,SPM,0,154
IRN,SRB,0,154
IRN,SSD,0,154
IRN,STP,0,154
IRN,SUR,0,154
IRN,SVK,0,154
IRN,SVN,0,154
IRN,SWE,0,154
IRN,SWZ,0,154
IRN,SXM,0,154
IRN,SYC,0,154
IRN,SYR,0,154
IRN,TCA,0,154
IRN,TCD,0,154
IRN,TGO,0,154
IRN,THA,0,154
IRN,TJK,0,154
IRN,TKL,0,154
IRN,TKM,0,154
IRN,TLS,0,154
IRN,TON,0,154
IRN,TTO,0,154
IRN,TUN,0,154
IRN,TUR,0,154
IRN,TUV,0,154
IRN,TWN,0,154
IRN,TZA,0,154
IRN,UGA,0,154
IRN,UKR,0,154
IRN,URY,0,154
IRN,USA,5,154
IRN,UZB,0,154
IRN,VAT,0,154
IRN,VCT,0,154
IRN,VEN,0,154
IRN,VGB,0,154
IRN,VIR,0,154
IRN,VNM,0,154
IRN,VUT,0,154
IRN,WSM,0,154
IRN,YEM,0,154
IRN,ZAF,0,154
IRN,ZMB,0,154
IRN,ZWE,0,154
IRQ,ABW,0,35
IRQ,AFG,0,35
IRQ,AGO,0,35
IRQ,AIA,0,35
IRQ,ALA,0,35
IRQ,ALB,0,35
IRQ,AND,0,35
IRQ,ARE,0,35
IRQ,ARG,0,35
IRQ,ARM,0,35
IRQ,ASM,0,35
IRQ,ATG,0,35
IRQ,AUS,0,35
IRQ,AUT,19,35
IRQ,AZE,0,35
IRQ,BDI,0,35
IRQ,BEL,0,35
IRQ,BEN,0,35
IRQ,BES,0,35
IRQ,BFA,0,35
IRQ,BGD,0,35
IRQ,BGR,0,35
IRQ,BHR,0,35
IRQ,BHS,0,35
IRQ,BIH,0,35
IRQ,BLM,0,35
IRQ,BLR,0,35
IRQ,BLZ,0,35
IRQ,BMU,0,35
IRQ,BOL,0,35
IRQ,BRA,0,35
IRQ,BRB,0,35
IRQ,BRN,0,35
IRQ,BTN,0,35
IRQ,BWA,0,35
IRQ,CAF,0,35
IRQ,CAN,0,35
IRQ,CCK,0,35
IRQ,CHE,0,35
IRQ,CHL,0,35
IRQ,CHN,0,35
IRQ,CIV,0,35
IRQ,CMR,0,35
IRQ,COD,0,35
IRQ,COG,0,35
IRQ,COK,0,35
IRQ,COL,0,35
IRQ,COM,0,35
IRQ,CPV,0,35
IRQ,CRI,0,35
IRQ,CUB,0,35
IRQ,CUW,0,35
IRQ,CXR,0,35
IRQ,CYM,0,35
IRQ,CYP,0,35
IRQ,CZE,0,35
IRQ,DEU,7,35
IRQ,DJI,0,35
IRQ,DMA,0,35
IRQ,DNK,0,35
IRQ,DOM,0,35
IRQ,DZA,0,35
IRQ,ECU,0,35
IRQ,EGY,0,35
IRQ,ERI,0,35
IRQ,ESP,0,35
IRQ,EST,0,35
IRQ,ETH,0,35
IRQ,FIN,0,35
IRQ,FJI,0,35
IRQ,FLK,0,35
IRQ,FRA,0,35
IRQ,FRO,0,35
IRQ,FSM,0,35
IRQ,GAB,0,35
IRQ,GBR,7,35
IRQ,GEO,0,35
IRQ,GGY,0,35
IRQ,GHA,0,35
IRQ,GIB,0,35
IRQ,GIN,0,35
IRQ,GLP,0,35
IRQ,GMB,0,35
IRQ,GNB,0,35
IRQ,GNQ,0,35
IRQ,GRC,0,35
IRQ,GRD,0,35
IRQ,GRL,0,35
IRQ,GTM,0,35
IRQ,GUF,0,35
IRQ,GUM,0,35
IRQ,GUY,0,35
IRQ,HKG,0,35
IRQ,HMD,0,35
IRQ,HND,0,35
IRQ,HRV,0,35
IRQ,HTI,0,35
IRQ,HUN,0,35
IRQ,IDN,0,35
IRQ,IMN,0,35
IRQ,IND,1,35
IRQ,IRL,0,35
IRQ,IRN,0,35
IRQ,IRQ,0,35
IRQ,ISL,0,35
IRQ,ISR,0,35
IRQ,ITA,0,35
IRQ,JAM,0,35
IRQ,JEY,0,35
IRQ,JOR,0,35
IRQ,JPN,0,35
IRQ,KAZ,0,35
IRQ,KEN,0,35
IRQ,KGZ,0,35
IRQ,KHM,0,35
IRQ,KIR,0,35
IRQ,KNA,0,35
IRQ,KOR,0,35
IRQ,KWT,0,35
IRQ,LAO,0,35
IRQ,LBN,0,35
IRQ,LBR,0,35
IRQ,LBY,0,35
IRQ,LCA,0,35
IRQ,LIE,0,35
IRQ,LKA,0,35
IRQ,LSO,0,35
IRQ,LTU,0,35
IRQ,LUX,0,35
IRQ,LVA,0,35
IRQ,MAC,0,35
IRQ,MAF,0,35
IRQ,MAR,0,35
IRQ,MCO,0,35
IRQ,MDA,0,35
IRQ,MDG,0,35
IRQ,MDV,0,35
IRQ,MEX,0,35
IRQ,MHL,0,35
IRQ,MKD,0,35
IRQ,MLI,0,35
IRQ,MLT,0,35
IRQ,MMR,0,35
IRQ,MNE,0,35
IRQ,MNG,0,35
IRQ,MNP,0,35
IRQ,MOZ,0,35
IRQ,MRT,0,35
IRQ,MSR,0,35
IRQ,MTQ,0,35
IRQ,MUS,0,35
IRQ,MWI,0,35
IRQ,MYS,0,35
IRQ,NAM,0,35
IRQ,NCL,0,35
IRQ,NER,0,35
IRQ,NFK,0,35
IRQ,NGA,0,35
IRQ,NIC,0,35
IRQ,NIU,0,35
IRQ,NLD,0,35
IRQ,NOR,0,35
IRQ,NPL,0,35
IRQ,NRU,0,35
IRQ,NZL,0,35
IRQ,OMN,0,35
IRQ,PAK,0,35
IRQ,PAN,0,35
IRQ,PCN,0,35
IRQ,PER,0,35
IRQ,PHL,0,35
IRQ,PLW,0,35
IRQ,PNG,0,35
IRQ,POL,0,35
IRQ,PRI,0,35
IRQ,PRK,0,35
IRQ,PRT,0,35
IRQ,PRY,0,35
IRQ,PSE,0,35
IRQ,PYF,0,35
IRQ,QAT,0,35
IRQ,ROU,0,35
IRQ,RUS,1,35
IRQ,RWA,0,35
IRQ,SAU,0,35
IRQ,SDN,0,35
IRQ,SEN,0,35
IRQ,SGP,0,35
IRQ,SGS,0,35
IRQ,SLB,0,35
IRQ,SLE,0,35
IRQ,SLV,0,35
IRQ,SMR,0,35
IRQ,SOM,0,35
IRQ,SPM,0,35
IRQ,SRB,0,35
IRQ,SSD,0,35
IRQ,STP,0,35
IRQ,SUR,0,35
IRQ,SVK,0,35
IRQ,SVN,0,35
IRQ,SWE,0,35
IRQ,SWZ,0,35
IRQ,SXM,0,35
IRQ,SYC,0,35
IRQ,SYR,0,35
IRQ,TCA,0,35
IRQ,TCD,0,35
IRQ,TGO,0,35
IRQ,THA,0,35
IRQ,TJK,0,35
IRQ,TKL,0,35
IRQ,TKM,0,35
IRQ,TLS,0,35
IRQ,TON,0,35
IRQ,TTO,0,35
IRQ,TUN,0,35
IRQ,TUR,0,35
IRQ,TUV,0,35
IRQ,TWN,0,35
IRQ,TZA,0,35
IRQ,UGA,0,35
IRQ,UKR,0,35
IRQ,URY,0,35
IRQ,USA,0,35
IRQ,UZB,0,35
IRQ,VAT,0,35
IRQ,VCT,0,35
IRQ,VEN,0,35
IRQ,VGB,0,35
IRQ,VIR,0,35
IRQ,VNM,0,35
IRQ,VUT,0,35
IRQ,WSM,0,35
IRQ,YEM,0,35
IRQ,ZAF,0,35
IRQ,ZMB,0,35
IRQ,ZWE,0,35
ISL,ABW,0,3
ISL,AFG,0,3
ISL,AGO,0,3
ISL,AIA,0,3
ISL,ALA,0,3
ISL,ALB,0,3
ISL,AND,0,3
ISL,ARE,0,3
ISL,ARG,0,3
ISL,ARM,0,3
ISL,ASM,0,3
ISL,ATG,0,3
ISL,AUS,0,3
ISL,AUT,0,3
ISL,AZE,0,3
ISL,BDI,0,3
ISL,BEL,0,3
ISL,BEN,0,3
ISL,BES,0,3
ISL,BFA,0,3
ISL,BGD,0,3
ISL,BGR,0,3
ISL,BHR,0,3
ISL,BHS,0,3
ISL,BIH,0,3
ISL,BLM,0,3
ISL,BLR,0,3
ISL,BLZ,0,3
ISL,BMU,0,3
ISL,BOL,0,3
ISL,BRA,0,3
ISL,BRB,0,3
ISL,BRN,0,3
ISL,BTN,0,3
ISL,BWA,0,3
ISL,CAF,0,3
ISL,CAN,0,3
ISL,CCK,0,3
ISL,CHE,0,3
ISL,CHL,0,3
ISL,CHN,0,3
ISL,CIV,0,3
ISL,CMR,0,3
ISL,COD,0,3
ISL,COG,0,3
ISL,COK,0,3
ISL,COL,0,3
ISL,COM,0,3
ISL,CPV,0,3
ISL,CRI,0,3
ISL,CUB,0,3
ISL,CUW,0,3
ISL,CXR,0,3
ISL,CYM,0,3
ISL,CYP,0,3
ISL,CZE,0,3
ISL,DEU,0,3
ISL,DJI,0,3
ISL,DMA,0,3
ISL,DNK,0,3
ISL,DOM,0,3
ISL,DZA,0,3
ISL,ECU,0,3
ISL,EGY,0,3
ISL,ERI,0,3
ISL,ESP,0,3
ISL,EST,0,3
ISL,ETH,0,3
ISL,FIN,0,3
ISL,FJI,0,3
ISL,FLK,0,3
ISL,FRA,1,3
ISL,FRO,0,3
ISL,FSM,0,3
ISL,GAB,0,3
ISL,GBR,0,3
ISL,GEO,0,3
ISL,GGY,0,3
ISL,GHA,0,3
ISL,GIB,0,3
ISL,GIN,0,3
ISL,GLP,0,3
ISL,GMB,0,3
ISL,GNB,0,3
ISL,GNQ,0,3
ISL,GRC,0,3
ISL,GRD,0,3
ISL,GRL,0,3
ISL,GTM,0,3
ISL,GUF,0,3
ISL,GUM,0,3
ISL,GUY,0,3
ISL,HKG,0,3
ISL,HMD,0,3
ISL,HND,0,3
ISL,HRV,0,3
ISL,HTI,0,3
ISL,HUN,0,3
ISL,IDN,0,3
ISL,IMN,0,3
ISL,IND,0,3
ISL,IRL,0,3
ISL,IRN,0,3
ISL,IRQ,0,3
ISL,ISL,2,3
ISL,ISR,0,3
ISL,ITA,0,3
ISL,JAM,0,3
ISL,JEY,0,3
ISL,JOR,0,3
ISL,JPN,0,3
ISL,KAZ,0,3
ISL,KEN,0,3
ISL,KGZ,0,3
ISL,KHM,0,3
ISL,KIR,0,3
ISL,KNA,0,3
ISL,KOR,0,3
ISL,KWT,0,3
ISL,LAO,0,3
ISL,LBN,0,3
ISL,LBR,0,3
ISL,LBY,0,3
ISL,LCA,0,3
ISL,LIE,0,3
ISL,LKA,0,3
ISL,LSO,0,3
ISL,LTU,0,3
ISL,LUX,0,3
ISL,LVA,0,3
ISL,MAC,0,3
ISL,MAF,0,3
ISL,MAR,0,3
ISL,MCO,0,3
ISL,MDA,0,3
ISL,MDG,0,3
ISL,MDV,0,3
ISL,MEX,0,3
ISL,MHL,0,3
ISL,MKD,0,3
ISL,MLI,0,3
ISL,MLT,0,3
ISL,MMR,0,3
ISL,MNE,0,3
ISL,MNG,0,3
ISL,MNP,0,3
ISL,MOZ,0,3
ISL,MRT,0,3
ISL,MSR,0,3
ISL,MTQ,0,3
ISL,MUS,0,3
ISL,MWI,0,3
ISL,MYS,0,3
ISL,NAM,0,3
ISL,NCL,0,3
ISL,NER,0,3
ISL,NFK,0,3
ISL,NGA,0,3
ISL,NIC,0,3
ISL,NIU,0,3
ISL,NLD,0,3
ISL,NOR,0,3
ISL,NPL,0,3
ISL,NRU,0,3
ISL,NZL,0,3
ISL,OMN,0,3
ISL,PAK,0,3
ISL,PAN,0,3
ISL,PCN,0,3
ISL,PER,0,3
ISL,PHL,0,3
ISL,PLW,0,3
ISL,PNG,0,3
ISL,POL,0,3
ISL,PRI,0,3
ISL,PRK,0,3
ISL,PRT,0,3
ISL,PRY,0,3
ISL,PSE,0,3
ISL,PYF,0,3
ISL,QAT,0,3
ISL,ROU,0,3
ISL,RUS,0,3
ISL,RWA,0,3
ISL,SAU,0,3
ISL,SDN,0,3
ISL,SEN,0,3
ISL,SGP,0,3
ISL,SGS,0,3
ISL,SLB,0,3
ISL,SLE,0,3
ISL,SLV,0,3
ISL,SMR,0,3
ISL,SOM,0,3
ISL,SPM,0,3
ISL,SRB,0,3
ISL,SSD,0,3
ISL,STP,0,3
ISL,SUR,0,3
ISL,SVK,0,3
ISL,SVN,0,3
ISL,SWE,0,3
ISL,SWZ,0,3
ISL,SXM,0,3
ISL,SYC,0,3
ISL,SYR,0,3
ISL,TCA,0,3
ISL,TCD,0,3
ISL,TGO,0,3
ISL,THA,0,3
ISL,TJK,0,3
ISL,TKL,0,3
ISL,TKM,0,3
ISL,TLS,0,3
ISL,TON,0,3
ISL,TTO,0,3
ISL,TUN,0,3
ISL,TUR,0,3
ISL,TUV,0,3
ISL,TWN,0,3
ISL,TZA,0,3
ISL,UGA,0,3
ISL,UKR,0,3
ISL,URY,0,3
ISL,USA,0,3
ISL,UZB,0,3
ISL,VAT,0,3
ISL,VCT,0,3
ISL,VEN,0,3
ISL,VGB,0,3
ISL,VIR,0,3
ISL,VNM,0,3
ISL,VUT,0,3
ISL,WSM,0,3
ISL,YEM,0,3
ISL,ZAF,0,3
ISL,ZMB,0,3
ISL,ZWE,0,3
ISR,ABW,0,13
ISR,AFG,0,13
ISR,AGO,0,13
ISR,AIA,0,13
ISR,ALA,0,13
ISR,ALB,0,13
ISR,AND,0,13
ISR,ARE,0,13
ISR,ARG,0,13
ISR,ARM,0,13
ISR,ASM,0,13
ISR,ATG,0,13
ISR,AUS,0,13
ISR,AUT,0,13
ISR,AZE,0,13
ISR,BDI,0,13
ISR,BEL,0,13
ISR,BEN,0,13
ISR,BES,0,13
ISR,BFA,0,13
ISR,BGD,0,13
ISR,BGR,0,13
ISR,BHR,0,13
ISR,BHS,0,13
ISR,BIH,0,13
ISR,BLM,0,13
ISR,BLR,0,13
ISR,BLZ,0,13
ISR,BMU,0,13
ISR,BOL,0,13
ISR,BRA,0,13
ISR,BRB,0,13
ISR,BRN,0,13
ISR,BTN,0,13
ISR,BWA,0,13
ISR,CAF,0,13
ISR,CAN,0,13
ISR,CCK,0,13
ISR,CHE,0,13
ISR,CHL,0,13
ISR,CHN,0,13
ISR,CIV,0,13
ISR,CMR,0,13
